id,nome,sku,preco_original,preco_promocional,categorias,descricao,url,timestamp,http_status
134173,Lente de contato colorida Optycolor Magic Top HD,134173,149,99,Lentes de contato,"Compre Lente de contato colorida Optycolor Magic Top HD do fabricante Optolentes por apenas R$ 99,00 aqui na Newlentes. Somos revendedor autorizado Optolentes",https://www.newlentes.com.br/produto/lente-de-contato-colorida-optycolor-magic-top-hd-134173,2026-01-28T15:58:46.377Z,200
130126,Lentes de Contato Coloridas Magic Top - Graus Altos,130126,570,320,Lentes de contato,Compre lentes de contato coloridas Magic Top com graus altos aqui na NewLentes. Aproveite nossa promoção de frete grátis para todo Brasil.,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-magic-top-graus-altos-130126,2026-01-28T15:58:56.605Z,200
71277,Lentes de Contato Optogel Op 42,71277,303.36,266.72,Lentes de contato,Compre lentes de contato com grau OP 42 Optolentes aqui na NewLentes. Compra Segura com Frete Grátis para todo Brasil e Desconto no pagamento á vista.,https://www.newlentes.com.br/produto/lentes-de-contato-optogel-op-42-71277,2026-01-28T15:59:05.987Z,200
130124,Lentes de Contato Optogel Op 60 - GRAUS ALTOS,130124,570,304,Lentes de contato,Compre as lentes de contato OP 60 com graus altos aqui na NewLentes. Parcelamento sem juros ou desconto no pagamento à vista. Confira!,https://www.newlentes.com.br/produto/lentes-de-contato-optogel-op-60-graus-altos-130124,2026-01-28T15:59:17.053Z,200
130134,Lentes de Contato Optogel Op 42 - GRAUS ALTOS,130134,570,304,Lentes de contato,Compre as lentes de contato Optogel OP 42 para graus altos aqui na NewLentes com facilidade e segurança. Aproveite nossa promoção de frete grátis*.,https://www.newlentes.com.br/produto/lentes-de-contato-optogel-op-42-graus-altos-130134,2026-01-28T15:59:26.350Z,200
135013,Lentes de contato Biosoft Tórica HD,135013,437,359.1,Lentes de contato,"Compre Lentes de contato Biosoft Tórica HD do fabricante Central Oftálmica por apenas R$ 130,00 aqui na Newlentes. Somos revendedor autorizado Central Oftálmica",https://www.newlentes.com.br/produto/lentes-de-contato-biosoft-torica-hd-135013,2026-01-28T15:59:35.507Z,200
134562,Lentes de contato Ultra para Astigmatismo,134562,420.99,333.67,Lentes de contato,"Compre Lentes de contato Ultra para Astigmatismo do fabricante Bausch Lomb por apenas R$ 333,67 aqui na Newlentes. Somos revendedor autorizado Bausch Lomb",https://www.newlentes.com.br/produto/lentes-de-contato-ultra-para-astigmatismo-134562,2026-01-28T15:59:44.791Z,200
130320,Lentes de Contato Purevision 2 para Astigmatismo,130320,386.99,316.99,Lentes de contato,Compre Lentes de Contato Purevision 2 para Astigmatismo aqui na NewLentes com garantia e segurança. Aproveite nosso frete grátis* e desconto à vista,https://www.newlentes.com.br/produto/lentes-de-contato-purevision-2-para-astigmatismo-130320,2026-01-28T15:59:53.565Z,200
71319,Lentes de Contato Solflex Toric,71319,570,350,Lentes de contato,Compre lentes de contato com grau Solflex Tóric Solótica aqui na NewLentes. Compra Segura com Frete Grátis para todo Brasil e Desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-solflex-toric-71319,2026-01-28T16:00:04.036Z,200
136721,Lentes de contato Bioview 55 Torica,136721,331.55,303.36,Lentes de contato,"Compre Lentes de contato Bioview 55 Torica do fabricante Central Oftálmica por apenas R$ 290,00 aqui na Newlentes. Somos revendedor autorizado Central Oftálmica",https://www.newlentes.com.br/produto/lentes-de-contato-bioview-55-torica-136721,2026-01-28T16:00:13.599Z,200
137056,Lentes de contato precision 1 day tórica,137056,437,359.1,Lentes de contato,"Compre Lentes de contato precision 1 day tórica do fabricante Alcon por apenas R$ 284,21 aqui na Newlentes. Somos revendedor autorizado Alcon",https://www.newlentes.com.br/produto/lentes-de-contato-precision-1-day-torica-137056,2026-01-28T16:00:23.887Z,200
131326,Lentes de contato Silidrogel Sihy 45 Tórica,131326,437,378,Lentes de contato,"Compre Lentes de contato Silidrogel Sihy 45 Tórica do fabricante Central Oftálmica por apenas R$ 378,00 aqui na Newlentes. Somos revendedor autorizado Central Oftálmica",https://www.newlentes.com.br/produto/lentes-de-contato-silidrogel-sihy-45-torica-131326,2026-01-28T16:00:32.622Z,200
71276,Lentes de Contato Optogel Tórica,71276,800,760,Lentes de contato,Compre lentes de contato com grau Optogel Toric Optolentes aqui na NewLentes. Compra Segura com Frete Grátis e Desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-optogel-torica-71276,2026-01-28T16:00:41.930Z,200
131323,Lentes de contato Bioview Tórica,131323,359.1,331.55,Lentes de contato,"Compre as Lentes de contato Bioview Tórica aqui na NewLentes com Frete Grátis e entrega rápida para todo Brasil, aproveite!",https://www.newlentes.com.br/produto/lentes-de-contato-bioview-torica-131323,2026-01-28T16:00:51.408Z,200
